ApprovalDate;Brand;Model;Type;LicensePlate;Mileage;CompanyName;DriverName;DriveDate;DriveDistance
17/11/2020 00:06:17;Land Rover;Minivan;GreenCab;L-42929 QU;48940;Beatty Group;Jennie O'Reilly;25/10/2022 00:59:55;11
10/04/2022 23:53:59;Rolls Royce;Cargo Van;GreenCab;L-47929 LA;316;Kemmer - Nolan;Frances Pouros;01/12/2022 01:46:40;50
14/01/2022 18:27:00;Nissan;Passenger Van;Premium;L-46929 VO;2384;Kemmer - Nolan;Brian Tremblay;21/10/2022 07:21:57;20
07/01/2020 22:05:33;Audi;Sedan;Van;L-40929 SO;142818;Nikolaus - Armstrong;Nora Reinger;25/12/2022 16:14:24;35
10/06/2020 02:01:12;Jaguar;Coupe;GreenCab;L-7929 QU;199633;O'Keefe, Mayer and Koelpin;Nadine Graham;09/08/2022 03:50:17;30
03/04/2022 22:13:44;Dodge;Convertible;Premium;L-15929 PE;147714;Nikolaus - Armstrong;Tricia Quitzon;15/10/2022 06:58:10;5
03/11/2018 18:47:26;Mazda;Convertible;Premium;L-49929 AU;165026;Powlowski, Senger and Schiller;Jana Smitham;26/01/2023 20:31:04;45
16/08/2020 20:15:36;Jeep;Wagon;Premium;L-51929 A;78192;Nikolaus - Armstrong;Thomas Gulgowski;08/12/2022 14:30:46;12
07/01/2020 22:05:33;Audi;Sedan;Van;L-40929 SO;142818;Nikolaus - Armstrong;Lucas McDermott;27/12/2022 23:14:50;21
18/05/2018 14:36:32;Dodge;SUV;Business;L-45929 AU;45280;Hermiston - Grant;Raul Nicolas;18/10/2022 19:14:59;16
10/01/2022 08:16:47;Ford;Extended Cab Pickup;Premium;L-3929 FU;23600;Jakubowski, Lueilwitz and Tromp;Kyle Predovic;17/03/2023 00:53:07;34
03/10/2021 08:03:39;Mercedes Benz;Wagon;Premium;L-33929 LA;13311;Ryan, Renner and Friesen;Blanche Durgan;14/04/2023 13:26:03;16
26/01/2022 13:11:01;Aston Martin;Passenger Van;Van;L-5929 CO;170258;Hermiston - Grant;Lucia Bartell;01/04/2023 19:13:55;46
24/07/2019 11:17:14;Lamborghini;Minivan;Van;L-22929 VO;93672;Rogahn, Bogisich and Johnston;George Gerlach;05/11/2022 23:20:07;45
18/02/2021 15:05:06;Jeep;Cargo Van;Premium;L-26929 AU;31144;Ryan, Renner and Friesen;Sarah McClure;08/01/2023 12:26:18;16
13/10/2021 03:43:16;Dodge;Crew Cab Pickup;Premium;L-8929 AU;142298;Jakubowski, Lueilwitz and Tromp;Wilson Willms;20/06/2022 13:38:40;28
02/03/2019 22:47:21;Volkswagen;Extended Cab Pickup;Van;L-13929 EO;9011;Ryan, Renner and Friesen;Geraldine Turner;03/09/2022 09:11:17;39
03/11/2018 18:47:26;Mazda;Convertible;Premium;L-49929 AU;165026;Powlowski, Senger and Schiller;Jana Smitham;12/02/2023 02:35:47;52
13/09/2021 03:26:39;Tesla;Convertible;Van;L-44929 TE;176374;Wintheiser - Padberg;Belinda Stehr;30/11/2022 09:56:56;44
24/07/2019 11:17:14;Lamborghini;Minivan;Van;L-22929 VO;93672;Rogahn, Bogisich and Johnston;Henry Auer;06/08/2022 10:40:24;48
13/09/2021 03:26:39;Tesla;Convertible;Van;L-44929 TE;176374;Wintheiser - Padberg;Belinda Stehr;31/12/2022 12:04:05;37
02/03/2019 22:47:21;Volkswagen;Extended Cab Pickup;Van;L-13929 EO;9011;Ryan, Renner and Friesen;Geraldine Turner;22/07/2022 01:38:37;42
17/11/2020 00:06:17;Land Rover;Minivan;GreenCab;L-42929 QU;48940;Beatty Group;Lila Collins;18/09/2022 10:45:23;35
28/04/2021 10:13:17;Chevrolet;Coupe;GreenCab;L-32929 PR;185118;Funk Group;Chester Brakus;30/01/2023 02:07:41;50
04/05/2022 20:47:21;Mazda;Wagon;Van;L-10929 DO;5163;Nikolaus - Armstrong;Kerry Marvin;22/12/2022 09:33:21;10
07/01/2020 22:05:33;Audi;Sedan;Van;L-40929 SO;142818;Nikolaus - Armstrong;Nora Reinger;25/11/2022 14:35:17;15
16/05/2020 15:48:58;Fiat;Extended Cab Pickup;Business;L-24929 AU;136146;Auer - Streich;Daisy Turner;03/07/2022 11:30:40;24
03/04/2022 22:13:44;Dodge;Convertible;Premium;L-15929 PE;147714;Nikolaus - Armstrong;Timmy Bashirian;09/03/2023 21:56:39;34
13/09/2021 03:26:39;Tesla;Convertible;Van;L-44929 TE;176374;Wintheiser - Padberg;Marie Buckridge;02/11/2022 19:49:24;22
13/09/2021 03:26:39;Tesla;Convertible;Van;L-44929 TE;176374;Wintheiser - Padberg;Jerry Thompson;14/12/2022 20:59:44;10
02/03/2019 22:47:21;Volkswagen;Extended Cab Pickup;Van;L-13929 EO;9011;Ryan, Renner and Friesen;Oscar Stamm;26/01/2023 14:36:14;11
14/03/2020 12:49:05;BMW;Wagon;GreenCab;L-12929 DO;118003;Volkman, Gibson and Crona;Jay Sauer;09/04/2023 00:42:59;47
10/04/2022 23:53:59;Rolls Royce;Cargo Van;GreenCab;L-47929 LA;316;Kemmer - Nolan;Allen Bauch;06/08/2022 22:59:07;24
02/11/2019 22:09:27;Audi;Sedan;Van;L-48929 CO;189314;Beatty Group;Claire Schulist;16/07/2022 01:20:22;49
22/11/2022 08:39:47;Jeep;Extended Cab Pickup;Business;L-11929 ES;110122;Ryan, Renner and Friesen;Eddie Howell;20/10/2022 01:06:43;48
10/04/2022 23:53:59;Rolls Royce;Cargo Van;GreenCab;L-47929 LA;316;Kemmer - Nolan;Allen Bauch;20/09/2022 15:35:27;5
07/01/2020 22:05:33;Audi;Sedan;Van;L-40929 SO;142818;Nikolaus - Armstrong;Nora Reinger;08/03/2023 00:09:41;50
10/04/2022 23:53:59;Rolls Royce;Cargo Van;GreenCab;L-47929 LA;316;Kemmer - Nolan;Eunice Balistreri;27/01/2023 00:52:12;41
26/05/2018 11:38:05;Bugatti;Passenger Van;Premium;L-9929 AU;122007;Ryan, Renner and Friesen;Charlotte Kuphal;21/12/2022 04:53:16;8
26/05/2022 00:47:56;Smart;Coupe;Business;L-16929 ID;31976;Ryan, Renner and Friesen;Jasmine Douglas;08/01/2023 05:05:11;24
07/02/2023 23:02:14;Nissan;Cargo Van;Van;L-52929 HI;4392;Jakubowski, Lueilwitz and Tromp;Marilyn Stokes;11/01/2023 08:46:15;55
05/06/2022 18:56:03;Lamborghini;Crew Cab Pickup;Business;L-35929 IL;79048;Weber, Kling and Cassin;Angelina O'Connell;26/08/2022 05:04:18;40
07/02/2023 23:02:14;Nissan;Cargo Van;Van;L-52929 HI;4392;Jakubowski, Lueilwitz and Tromp;Gerard Weissnat;20/10/2022 19:23:29;38
31/07/2020 19:50:28;Smart;Extended Cab Pickup;Business;L-23929 EV;10128;Barrows and Sons;Marcia Vandervort;28/08/2022 08:22:07;53
16/05/2020 15:48:58;Fiat;Extended Cab Pickup;Business;L-24929 AU;136146;Auer - Streich;Brittany Roberts;18/08/2022 14:59:53;32
19/11/2021 10:28:42;Mazda;Extended Cab Pickup;Van;L-27929 AL;146029;Wintheiser - Padberg;Beth Bashirian;12/11/2022 23:55:54;43
23/08/2020 03:52:46;Ferrari;SUV;Van;L-37929 TE;130701;Hermiston - Grant;Mercedes Schumm;12/07/2022 21:07:34;22
06/01/2021 01:42:50;Dodge;Minivan;Premium;L-30929 EL;115015;Barrows LLC;Hazel Gerhold;27/06/2022 13:39:29;25
13/02/2019 21:54:58;Ferrari;Coupe;Premium;L-19929 EX;7590;Ryan, Renner and Friesen;Johnathan Moore;30/12/2022 02:31:21;7
17/11/2020 00:06:17;Land Rover;Minivan;GreenCab;L-42929 QU;48940;Beatty Group;Lila Collins;28/07/2022 14:30:51;22
13/02/2019 21:54:58;Ferrari;Coupe;Premium;L-19929 EX;7590;Ryan, Renner and Friesen;Johnathan Moore;14/01/2023 21:39:25;38
26/05/2022 00:47:56;Smart;Coupe;Business;L-16929 ID;31976;Ryan, Renner and Friesen;Stewart Macejkovic;23/10/2022 19:10:53;31
28/04/2021 10:13:17;Chevrolet;Coupe;GreenCab;L-32929 PR;185118;Funk Group;Freddie Lowe;27/03/2023 14:04:04;29
24/07/2019 11:17:14;Lamborghini;Minivan;Van;L-22929 VO;93672;Rogahn, Bogisich and Johnston;George Gerlach;08/11/2022 04:08:38;51
14/01/2022 18:27:00;Nissan;Passenger Van;Premium;L-46929 VO;2384;Kemmer - Nolan;Angel Greenfelder;25/06/2022 20:24:49;35
26/05/2018 11:38:05;Bugatti;Passenger Van;Premium;L-9929 AU;122007;Ryan, Renner and Friesen;Kathy Streich;16/10/2022 03:02:18;27
28/10/2020 06:39:08;Ford;Minivan;Van;L-38929 EX;40937;Barrows LLC;Henry Gutmann;13/07/2022 06:30:51;11
10/01/2022 08:16:47;Ford;Extended Cab Pickup;Premium;L-3929 FU;23600;Jakubowski, Lueilwitz and Tromp;Kyle Predovic;07/12/2022 09:06:07;46
11/04/2021 02:40:40;Fiat;Hatchback;GreenCab;L-28929 AL;118824;Kemmer - Nolan;Ramiro Kulas;04/12/2022 12:22:42;32
30/09/2022 17:46:55;Chrysler;Sedan;Business;L-6929 LI;180966;Goyette - Rodriguez;Donnie Welch;23/08/2022 14:56:00;18
13/09/2021 03:26:39;Tesla;Convertible;Van;L-44929 TE;176374;Wintheiser - Padberg;Marie Buckridge;13/10/2022 03:01:11;39
01/05/2022 04:43:28;Kia;Coupe;Van;L-39929 PO;130912;Ryan, Renner and Friesen;Wayne Reichert;13/01/2023 17:23:53;38
24/07/2019 11:17:14;Lamborghini;Minivan;Van;L-22929 VO;93672;Rogahn, Bogisich and Johnston;George Gerlach;06/02/2023 06:52:38;31
14/01/2022 18:27:00;Nissan;Passenger Van;Premium;L-46929 VO;2384;Kemmer - Nolan;Tracy Zboncak;16/01/2023 13:51:31;21
18/07/2020 04:33:30;Lamborghini;Extended Cab Pickup;Van;L-4929 IN;147714;Auer - Streich;June Walker;16/12/2022 11:38:12;43
18/02/2021 15:05:06;Jeep;Cargo Van;Premium;L-26929 AU;31144;Ryan, Renner and Friesen;Sarah McClure;05/07/2022 23:37:36;21
24/07/2019 11:17:14;Lamborghini;Minivan;Van;L-22929 VO;93672;Rogahn, Bogisich and Johnston;Henry Auer;05/11/2022 23:20:07;45
29/08/2018 13:01:35;Volvo;Minivan;Business;L-17929 RE;150350;Beahan, Koepp and Bayer;Emanuel Wolff;23/07/2022 13:50:08;42
21/09/2018 02:04:15;Jaguar;Coupe;GreenCab;L-31929 UT;109750;Beatty Group;Terry Romaguera;21/01/2023 01:04:07;15
16/08/2020 20:15:36;Jeep;Wagon;Premium;L-51929 A;78192;Nikolaus - Armstrong;Lamar Kiehn;21/07/2022 05:41:30;22
13/10/2021 03:43:16;Dodge;Crew Cab Pickup;Premium;L-8929 AU;142298;Jakubowski, Lueilwitz and Tromp;Elvira Smitham;07/07/2022 00:26:37;34
24/07/2019 11:17:14;Lamborghini;Minivan;Van;L-22929 VO;93672;Rogahn, Bogisich and Johnston;George Gerlach;08/03/2023 10:02:06;16
10/04/2022 23:53:59;Rolls Royce;Cargo Van;GreenCab;L-47929 LA;316;Kemmer - Nolan;Allen Bauch;27/01/2023 00:52:12;41
18/07/2020 04:33:30;Lamborghini;Extended Cab Pickup;Van;L-4929 IN;147714;Auer - Streich;Brian Hessel;16/12/2022 11:38:12;43
28/04/2021 10:13:17;Chevrolet;Coupe;GreenCab;L-32929 PR;185118;Funk Group;Freddie Lowe;30/01/2023 02:07:41;50
06/01/2021 01:42:50;Dodge;Minivan;Premium;L-30929 EL;115015;Barrows LLC;Hazel Gerhold;21/06/2022 11:43:11;30
18/05/2018 14:36:32;Dodge;SUV;Business;L-45929 AU;45280;Hermiston - Grant;Gustavo Huels;15/03/2023 15:00:46;19
26/01/2022 13:11:01;Aston Martin;Passenger Van;Van;L-5929 CO;170258;Hermiston - Grant;Opal Hilll;22/07/2022 19:35:38;44
09/04/2022 00:15:20;Chrysler;Coupe;Premium;L-34929 ET;78555;Bednar - Upton;Sidney Bernhard;01/03/2023 17:52:09;38
18/05/2018 14:36:32;Dodge;SUV;Business;L-45929 AU;45280;Hermiston - Grant;Gustavo Huels;15/10/2022 11:23:38;53
06/01/2021 01:42:50;Dodge;Minivan;Premium;L-30929 EL;115015;Barrows LLC;Mark Fay;05/01/2023 21:28:21;29
24/07/2019 11:17:14;Lamborghini;Minivan;Van;L-22929 VO;93672;Rogahn, Bogisich and Johnston;Annette Pfeffer;08/11/2022 04:08:38;51
26/05/2018 11:38:05;Bugatti;Passenger Van;Premium;L-9929 AU;122007;Ryan, Renner and Friesen;Kathy Streich;12/09/2022 11:08:36;51
10/06/2020 02:01:12;Jaguar;Coupe;GreenCab;L-7929 QU;199633;O'Keefe, Mayer and Koelpin;Meghan Pollich;25/07/2022 02:28:50;54
05/09/2021 08:55:11;Volvo;Hatchback;Premium;L-20929 CO;203714;Ryan, Renner and Friesen;Gina Casper;25/10/2022 18:04:28;18
05/06/2022 18:56:03;Lamborghini;Crew Cab Pickup;Business;L-35929 IL;79048;Weber, Kling and Cassin;Wilson Schaden;09/08/2022 03:43:22;45
10/04/2022 23:53:59;Rolls Royce;Cargo Van;GreenCab;L-47929 LA;316;Kemmer - Nolan;Eunice Balistreri;20/09/2022 15:35:27;5
16/05/2020 15:48:58;Fiat;Extended Cab Pickup;Business;L-24929 AU;136146;Auer - Streich;Brittany Roberts;19/08/2022 16:48:29;21
19/11/2021 10:28:42;Mazda;Extended Cab Pickup;Van;L-27929 AL;146029;Wintheiser - Padberg;Earnest Von;22/09/2022 09:22:05;16
02/11/2019 22:09:27;Audi;Sedan;Van;L-48929 CO;189314;Beatty Group;Claire Schulist;07/04/2023 09:01:09;53
03/11/2018 18:47:26;Mazda;Convertible;Premium;L-49929 AU;165026;Powlowski, Senger and Schiller;Jana Smitham;14/12/2022 23:27:08;49
22/11/2022 08:39:47;Jeep;Extended Cab Pickup;Business;L-11929 ES;110122;Ryan, Renner and Friesen;Mike Steuber;25/12/2022 18:17:36;29
13/02/2019 21:54:58;Ferrari;Coupe;Premium;L-19929 EX;7590;Ryan, Renner and Friesen;Johnathan Moore;21/02/2023 11:52:31;28
14/03/2020 12:49:05;BMW;Wagon;GreenCab;L-12929 DO;118003;Volkman, Gibson and Crona;Violet McKenzie;16/12/2022 06:36:09;44
13/09/2021 04:43:35;Dodge;Extended Cab Pickup;Premium;L-14929 PO;194167;Barrows and Sons;Carla Dicki;22/12/2022 18:39:00;9
22/11/2022 08:39:47;Jeep;Extended Cab Pickup;Business;L-11929 ES;110122;Ryan, Renner and Friesen;Mike Steuber;21/07/2022 19:51:16;11
28/10/2020 06:39:08;Ford;Minivan;Van;L-38929 EX;40937;Barrows LLC;Henry Gutmann;18/10/2022 05:51:09;33
10/06/2020 02:01:12;Jaguar;Coupe;GreenCab;L-7929 QU;199633;O'Keefe, Mayer and Koelpin;Claude Ebert;26/07/2022 09:23:42;7
24/07/2019 11:17:14;Lamborghini;Minivan;Van;L-22929 VO;93672;Rogahn, Bogisich and Johnston;Henry Auer;25/08/2022 15:31:08;21
03/11/2018 18:47:26;Mazda;Convertible;Premium;L-49929 AU;165026;Powlowski, Senger and Schiller;Alberto Romaguera;02/08/2022 14:43:55;9
03/10/2021 08:03:39;Mercedes Benz;Wagon;Premium;L-33929 LA;13311;Ryan, Renner and Friesen;Doreen Corwin;03/12/2022 00:35:24;43
07/01/2020 22:05:33;Audi;Sedan;Van;L-40929 SO;142818;Nikolaus - Armstrong;Nora Reinger;25/06/2022 21:32:56;41
01/05/2022 04:43:28;Kia;Coupe;Van;L-39929 PO;130912;Ryan, Renner and Friesen;Sean Mayert;11/10/2022 03:11:50;11
29/11/2019 01:51:20;Toyota;Passenger Van;Van;L-21929 RE;178674;Powlowski, Senger and Schiller;Jack VonRueden;13/08/2022 00:11:42;11
21/09/2018 02:04:15;Jaguar;Coupe;GreenCab;L-31929 UT;109750;Beatty Group;Stephanie Farrell;03/04/2023 22:35:14;37
29/08/2018 13:01:35;Volvo;Minivan;Business;L-17929 RE;150350;Beahan, Koepp and Bayer;Clara Medhurst;23/07/2022 13:50:08;42
13/09/2021 03:26:39;Tesla;Convertible;Van;L-44929 TE;176374;Wintheiser - Padberg;Jerry Thompson;28/01/2023 02:54:33;10
05/06/2022 18:56:03;Lamborghini;Crew Cab Pickup;Business;L-35929 IL;79048;Weber, Kling and Cassin;Doyle Greenfelder;09/11/2022 01:48:29;19
14/03/2020 12:49:05;BMW;Wagon;GreenCab;L-12929 DO;118003;Volkman, Gibson and Crona;Daniel Lebsack;05/12/2022 07:19:35;8
05/06/2022 18:56:03;Lamborghini;Crew Cab Pickup;Business;L-35929 IL;79048;Weber, Kling and Cassin;Wilson Schaden;15/12/2022 21:36:57;7
14/03/2020 12:49:05;BMW;Wagon;GreenCab;L-12929 DO;118003;Volkman, Gibson and Crona;Violet McKenzie;26/08/2022 12:17:14;15
06/01/2021 01:42:50;Dodge;Minivan;Premium;L-30929 EL;115015;Barrows LLC;Mark Fay;30/12/2022 03:28:34;7
05/06/2022 18:56:03;Lamborghini;Crew Cab Pickup;Business;L-35929 IL;79048;Weber, Kling and Cassin;Angelina O'Connell;30/01/2023 14:32:20;50
22/11/2022 08:39:47;Jeep;Extended Cab Pickup;Business;L-11929 ES;110122;Ryan, Renner and Friesen;Lillian Schneider;23/02/2023 17:06:14;33
29/08/2018 13:01:35;Volvo;Minivan;Business;L-17929 RE;150350;Beahan, Koepp and Bayer;Clara Medhurst;09/09/2022 02:43:52;32
28/10/2020 06:39:08;Ford;Minivan;Van;L-38929 EX;40937;Barrows LLC;Marco Pollich;05/12/2022 02:39:29;39
23/08/2020 03:52:46;Ferrari;SUV;Van;L-37929 TE;130701;Hermiston - Grant;Mercedes Schumm;14/10/2022 14:13:51;50
28/10/2020 06:39:08;Ford;Minivan;Van;L-38929 EX;40937;Barrows LLC;Henry Gutmann;13/12/2022 15:28:29;20
07/02/2023 23:02:14;Nissan;Cargo Van;Van;L-52929 HI;4392;Jakubowski, Lueilwitz and Tromp;Marilyn Stokes;28/01/2023 23:21:15;28
16/08/2020 20:15:36;Jeep;Wagon;Premium;L-51929 A;78192;Nikolaus - Armstrong;Lamar Kiehn;12/10/2022 01:50:20;45
09/04/2022 00:15:20;Chrysler;Coupe;Premium;L-34929 ET;78555;Bednar - Upton;Roman Willms;01/03/2023 17:52:09;38
14/03/2020 12:49:05;BMW;Wagon;GreenCab;L-12929 DO;118003;Volkman, Gibson and Crona;Jay Sauer;07/12/2022 15:03:20;20
24/07/2020 10:08:20;Jeep;Minivan;Van;L-41929 EX;98316;Nikolaus - Armstrong;Lionel Mosciski;13/10/2022 16:09:05;22
26/05/2022 00:47:56;Smart;Coupe;Business;L-16929 ID;31976;Ryan, Renner and Friesen;Stewart Macejkovic;22/09/2022 14:06:39;35
18/02/2021 15:05:06;Jeep;Cargo Van;Premium;L-26929 AU;31144;Ryan, Renner and Friesen;Armando Erdman;21/02/2023 04:48:14;24
29/08/2018 13:01:35;Volvo;Minivan;Business;L-17929 RE;150350;Beahan, Koepp and Bayer;Emanuel Wolff;05/01/2023 20:12:58;16
03/04/2022 22:13:44;Dodge;Convertible;Premium;L-15929 PE;147714;Nikolaus - Armstrong;Tricia Quitzon;24/06/2022 21:46:10;29
07/01/2020 22:05:33;Audi;Sedan;Van;L-40929 SO;142818;Nikolaus - Armstrong;Frank Gleason;24/01/2023 14:14:46;9
10/06/2020 02:01:12;Jaguar;Coupe;GreenCab;L-7929 QU;199633;O'Keefe, Mayer and Koelpin;Claude Ebert;14/01/2023 03:56:51;35
05/09/2021 08:55:11;Volvo;Hatchback;Premium;L-20929 CO;203714;Ryan, Renner and Friesen;Craig Grimes;02/01/2023 04:11:35;47
17/11/2020 00:06:17;Land Rover;Minivan;GreenCab;L-42929 QU;48940;Beatty Group;Lila Collins;16/12/2022 09:51:10;37
22/04/2018 17:03:37;Volvo;Extended Cab Pickup;Business;L-36929 ES;173823;Rogahn, Bogisich and Johnston;Peggy Kohler;17/09/2022 01:48:59;25
29/11/2019 01:51:20;Toyota;Passenger Van;Van;L-21929 RE;178674;Powlowski, Senger and Schiller;Jack VonRueden;09/02/2023 19:01:08;33
07/01/2020 22:05:33;Audi;Sedan;Van;L-40929 SO;142818;Nikolaus - Armstrong;Lucas McDermott;17/03/2023 02:14:31;8
06/01/2021 01:42:50;Dodge;Minivan;Premium;L-30929 EL;115015;Barrows LLC;Hazel Gerhold;13/08/2022 08:04:34;55
03/10/2021 08:03:39;Mercedes Benz;Wagon;Premium;L-33929 LA;13311;Ryan, Renner and Friesen;Doreen Corwin;01/03/2023 14:58:07;21
09/04/2022 00:15:20;Chrysler;Coupe;Premium;L-34929 ET;78555;Bednar - Upton;Roman Willms;30/06/2022 08:51:07;18
18/05/2018 14:36:32;Dodge;SUV;Business;L-45929 AU;45280;Hermiston - Grant;Betty Rolfson;18/10/2022 19:14:59;16
14/03/2020 12:49:05;BMW;Wagon;GreenCab;L-12929 DO;118003;Volkman, Gibson and Crona;Daniel Lebsack;05/12/2022 16:50:46;31
16/05/2020 15:48:58;Fiat;Extended Cab Pickup;Business;L-24929 AU;136146;Auer - Streich;Roxanne Mitchell;29/07/2022 14:10:54;26
16/08/2020 20:15:36;Jeep;Wagon;Premium;L-51929 A;78192;Nikolaus - Armstrong;Thomas Gulgowski;07/10/2022 04:54:21;30
17/11/2020 00:06:17;Land Rover;Minivan;GreenCab;L-42929 QU;48940;Beatty Group;Lila Collins;03/04/2023 18:00:45;21
13/02/2019 21:54:58;Ferrari;Coupe;Premium;L-19929 EX;7590;Ryan, Renner and Friesen;Dave Homenick;24/07/2022 18:44:05;35
10/04/2022 23:53:59;Rolls Royce;Cargo Van;GreenCab;L-47929 LA;316;Kemmer - Nolan;Allen Bauch;31/07/2022 17:57:30;48
03/10/2021 08:03:39;Mercedes Benz;Wagon;Premium;L-33929 LA;13311;Ryan, Renner and Friesen;Alfredo Collier;01/03/2023 14:58:07;21
31/07/2020 19:50:28;Smart;Extended Cab Pickup;Business;L-23929 EV;10128;Barrows and Sons;Marcia Vandervort;26/12/2022 01:19:03;40
26/01/2022 13:11:01;Aston Martin;Passenger Van;Van;L-5929 CO;170258;Hermiston - Grant;Opal Hilll;25/01/2023 13:17:11;49
05/06/2022 18:56:03;Lamborghini;Crew Cab Pickup;Business;L-35929 IL;79048;Weber, Kling and Cassin;Wilson Schaden;01/10/2022 00:46:13;12
18/02/2021 15:05:06;Jeep;Cargo Van;Premium;L-26929 AU;31144;Ryan, Renner and Friesen;Deborah Nikolaus;28/07/2022 09:53:13;44
13/09/2021 03:26:39;Tesla;Convertible;Van;L-44929 TE;176374;Wintheiser - Padberg;Marie Buckridge;03/09/2022 10:19:11;31
30/09/2022 17:46:55;Chrysler;Sedan;Business;L-6929 LI;180966;Goyette - Rodriguez;Teri Simonis;08/11/2022 19:22:21;14
05/01/2022 07:43:25;Ford;Coupe;Business;L-50929 ET;53624;Barrows and Sons;Lynn Gerlach;15/03/2023 06:14:08;20
07/01/2020 22:05:33;Audi;Sedan;Van;L-40929 SO;142818;Nikolaus - Armstrong;Lucas McDermott;08/03/2023 00:09:41;50
18/05/2018 14:36:32;Dodge;SUV;Business;L-45929 AU;45280;Hermiston - Grant;Raul Nicolas;01/07/2022 00:43:18;21
02/03/2019 22:47:21;Volkswagen;Extended Cab Pickup;Van;L-13929 EO;9011;Ryan, Renner and Friesen;Oscar Stamm;19/01/2023 12:26:52;50
19/11/2021 10:28:42;Mazda;Extended Cab Pickup;Van;L-27929 AL;146029;Wintheiser - Padberg;Beth Bashirian;22/09/2022 09:22:05;16
10/06/2020 02:01:12;Jaguar;Coupe;GreenCab;L-7929 QU;199633;O'Keefe, Mayer and Koelpin;Meghan Pollich;09/08/2022 03:50:17;30
19/10/2020 22:33:21;Bugatti;Convertible;Business;L-43929 NO;170404;Weber, Kling and Cassin;Sherman Stark;07/08/2022 02:58:39;37
15/02/2019 11:23:06;Toyota;Extended Cab Pickup;Premium;L-25929 QU;43150;Bednar - Upton;Rolando West;26/11/2022 22:31:46;39
01/05/2022 04:43:28;Kia;Coupe;Van;L-39929 PO;130912;Ryan, Renner and Friesen;Alfred Huels;25/06/2022 02:05:55;41
26/01/2022 13:11:01;Aston Martin;Passenger Van;Van;L-5929 CO;170258;Hermiston - Grant;Opal Hilll;07/02/2023 23:16:18;38
28/04/2021 10:13:17;Chevrolet;Coupe;GreenCab;L-32929 PR;185118;Funk Group;Joy Gleichner;10/11/2022 13:50:53;16
19/10/2020 22:33:21;Bugatti;Convertible;Business;L-43929 NO;170404;Weber, Kling and Cassin;Sherman Stark;15/02/2023 06:33:04;36
17/11/2020 00:06:17;Land Rover;Minivan;GreenCab;L-42929 QU;48940;Beatty Group;Andres Weimann;03/04/2023 18:00:45;21
10/01/2022 08:16:47;Ford;Extended Cab Pickup;Premium;L-3929 FU;23600;Jakubowski, Lueilwitz and Tromp;Opal Reinger;07/12/2022 09:06:07;46
10/04/2022 23:53:59;Rolls Royce;Cargo Van;GreenCab;L-47929 LA;316;Kemmer - Nolan;Eunice Balistreri;06/01/2023 09:44:54;18
06/01/2021 01:42:50;Dodge;Minivan;Premium;L-30929 EL;115015;Barrows LLC;Hazel Gerhold;29/11/2022 13:19:53;30
13/09/2021 04:43:35;Dodge;Extended Cab Pickup;Premium;L-14929 PO;194167;Barrows and Sons;Ross Abernathy;02/11/2022 07:46:31;19
13/02/2020 02:18:43;Honda;Convertible;Business;L-18929 AU;45482;Beatty Group;Vivian Ledner;24/09/2022 23:21:01;34
15/02/2019 11:23:06;Toyota;Extended Cab Pickup;Premium;L-25929 QU;43150;Bednar - Upton;Jacquelyn Klocko;07/03/2023 00:43:28;22
06/01/2021 01:42:50;Dodge;Minivan;Premium;L-30929 EL;115015;Barrows LLC;Ed Balistreri;28/06/2022 04:39:23;49
26/05/2022 00:47:56;Smart;Coupe;Business;L-16929 ID;31976;Ryan, Renner and Friesen;Beverly Mayer;02/11/2022 00:18:57;18
01/05/2022 04:43:28;Kia;Coupe;Van;L-39929 PO;130912;Ryan, Renner and Friesen;Wayne Reichert;05/04/2023 22:44:06;32
10/01/2022 08:16:47;Ford;Extended Cab Pickup;Premium;L-3929 FU;23600;Jakubowski, Lueilwitz and Tromp;Kyle Predovic;25/08/2022 22:39:35;28
06/01/2021 01:42:50;Dodge;Minivan;Premium;L-30929 EL;115015;Barrows LLC;Mark Fay;08/07/2022 19:57:09;6
06/01/2021 01:42:50;Dodge;Minivan;Premium;L-30929 EL;115015;Barrows LLC;Ed Balistreri;06/10/2022 11:13:39;21
21/09/2018 02:04:15;Jaguar;Coupe;GreenCab;L-31929 UT;109750;Beatty Group;Terry Romaguera;25/12/2022 15:55:55;19
07/02/2023 23:02:14;Nissan;Cargo Van;Van;L-52929 HI;4392;Jakubowski, Lueilwitz and Tromp;Marilyn Stokes;29/12/2022 16:37:28;52
22/11/2022 08:39:47;Jeep;Extended Cab Pickup;Business;L-11929 ES;110122;Ryan, Renner and Friesen;Eddie Howell;22/06/2022 09:15:14;40
18/05/2018 14:36:32;Dodge;SUV;Business;L-45929 AU;45280;Hermiston - Grant;Betty Rolfson;11/02/2023 00:47:05;35
05/09/2021 08:55:11;Volvo;Hatchback;Premium;L-20929 CO;203714;Ryan, Renner and Friesen;Craig Grimes;24/11/2022 12:28:53;16
06/01/2021 01:42:50;Dodge;Minivan;Premium;L-30929 EL;115015;Barrows LLC;Hazel Gerhold;28/06/2022 04:39:23;49
28/04/2021 10:13:17;Chevrolet;Coupe;GreenCab;L-32929 PR;185118;Funk Group;Freddie Lowe;15/12/2022 06:37:31;6
